months,princeston_precip
2008-04,16.92418
2008-05,6.187295
2008-06,0.0
2008-07,0.0
2008-08,0.0
2008-09,1.5
2008-10,6.5493846
2008-11,58.204918
2008-12,24.431559
2009-01,165.88176
2009-02,38.586067
2009-03,43.812912
2009-04,7.4385247
2009-05,12.685861
2009-06,0.0
2009-07,0.0
2009-08,0.0
2009-09,14.852459
2009-10,78.31312
2009-11,92.29919
2009-12,51.632782
2010-01,136.22849
2010-02,59.41967
2010-03,52.560253
2010-04,63.49795
2010-05,29.214962
2010-06,0.0
2010-07,0.0
2010-08,0.0
2010-09,0.7745902
2010-10,10.424386
2010-11,42.442623
2010-12,70.88074
2011-01,110.47562
2011-02,66.76967
2011-03,114.25532
2011-04,84.897545
2011-05,21.541191
2011-06,0.0
2011-07,0.0
2011-08,0.0
2011-09,3.8790982
2011-10,29.532581
2011-11,41.385246
2011-12,60.754917
2012-01,26.97254
2012-02,75.61393
2012-03,51.01025
2012-04,7.8811474
2012-05,0.6606558
2012-06,0.0
2012-07,0.0
2012-08,0.0
2012-09,9.043033
2012-10,20.289755
2012-11,12.952869
2012-12,88.74385
2013-01,27.880941
2013-02,53.739346
2013-03,38.483196
2013-04,33.706963
2013-05,2.7506146
2013-06,0.0
2013-07,0.0
2013-08,0.0
2013-09,10.364755
2013-10,11.199385
2013-11,28.22336
2013-12,122.2086
2014-01,84.16374
2014-02,151.30902
2014-03,12.978073
2014-04,26.563526
2014-05,0.67971313
2014-06,0.0
2014-07,0.0
2014-08,0.0
2014-09,1.3709016
2014-10,12.463524
2014-11,41.18238
2014-12,82.51209
2015-01,45.75676
2015-02,17.87295
2015-03,43.463524
2015-04,23.87705
2015-05,0.25409836
2015-06,0.0
2015-07,0.0
2015-08,0.0
2015-09,41.182377
2015-10,4.4784837
2015-11,24.584015
2015-12,35.751637
2016-01,38.61407
2016-02,20.359493
2016-03,38.680027
2016-04,15.235644
2016-05,8.639757
2016-06,0.0
2016-07,0.0
2016-08,0.0
2016-09,1.512807
2016-10,20.430212
2016-11,50.182693
2016-12,73.452835
